SIRET,Enseigne,Commune étab.,Existe déjà sur le refeEngagemet,source dans le refeEngagement,Action dev à faire sur ReferentielEngagementEntreprise
35006338400050,LACTALIS NESTLE ULTRA-FRAIS MARQUES,ANDREZIEUX BOUTHEON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
30586851500043,LAGREZE & LACROUX,TERSSAC,30586851500043,"[""france-travail""]",Rien à faire 
93856382200023,LAISNEY FABRICE,LE MARIN,93856382200023,"[""france-travail""]",Rien à faire 
40572019400068,LALLEMAND,BLAGNAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
96920294400019,LALOYEAU CARROSSIER CONSTRUCTEUR,ETAMPES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38786009100074,LANDES PARTAGE,MONT DE MARSAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38786009100033,LANDES PARTAGE,MONT DE MARSAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38786009100082,LANDES PARTAGE,HAGETMAU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
44279665200018,LANDESBUS,ESPALION,44279665200018,"[""france-travail""]",Rien à faire 
43251854600028,LAUDE,FENOUILLET,43251854600028,"[""france-travail""]",Rien à faire 
33098141600028,LAURY CHALONGES DIS,BASSE GOULAINE,33098141600028,"[""france-travail""]",Rien à faire 
33471020900027,LAVAL,LAVAUR,33471020900027,"[""france-travail""]",Rien à faire 
33234644400018,LAVIGNE-ALMANACHS JEAN CARTIER BRESSON,MAYET,33234644400018,"[""france-travail""]",Rien à faire 
89419423200019,LCMH INSERTION,NANTERRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
49776548700010,LE 7 DE TABLE,MESANGER,49776548700010,"[""france-travail""]",Rien à faire 
30909703800025,LE BATIMANS,SPAY,30909703800025,"[""france-travail""]",Rien à faire 
90512729600028,LE BON SENS DU RE-EMPLOI,MONTPELLIER,90512729600028,"[""france-travail""]",Rien à faire 
49349749900043,LE CALUMET - AU JARDIN FLEURI,VESOUL,49349749900043,"[""france-travail""]",Rien à faire 
80386062600032,LE CHALET AUX FRUITS FONLABOUR,LE SEQUESTRE,80386062600032,"[""france-travail""]",Rien à faire 
94885896400018,LE CHALET DE LA PLAGE,PORT SUR SAONE,94885896400018,"[""france-travail""]",Rien à faire 
49808313800038,LE CHAY,ROYAN,49808313800038,"[""france-travail""]",Rien à faire 
38504202300031,LE CHENE,BAGNEUX,38504202300031,"[""france-travail""]",Rien à faire 
30149962000013,LE CIEL DE PARIS,PARIS,30149962000013,"[""france-travail""]",Rien à faire 
32698233700031,LE COMEDE COMITE POUR LA SANTE DES EXILE,LE KREMLIN BICETRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
78599515000014,LE COMMERCE,NANTES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38857192900065,LE COMPTOIR MEDICAL,LA TRINITE,38857192900065,"[""france-travail""]",Rien à faire 
89498439200023,LE COPACABANA,COLLIOURE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
31647313100027,LE DIABOLO,PUYGOUZON,31647313100027,"[""france-travail""]",Rien à faire 
84051265100026,LE DIMITILE,ENTRE DEUX,84051265100026,"[""france-travail""]",Rien à faire 
32637940100044,LE DONJON,CARCASSONNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
32269747500117,LE FENOUIL BIOCOOP,LE MANS,32269747500117,"[""france-travail""]",Rien à faire 
38403244700052,LE FOUR A PAIN AVEYRONNAIS,ALBAN,38403244700052,"[""france-travail""]",Rien à faire 
89339781000233,LE FOURGON,LIEVIN,89339781000233,"[""france-travail""]",Rien à faire 
33763497600167,LE FOURNIL DE PARIS,LE KREMLIN BICETRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
33558121100026,LE FOYER REMOIS,REIMS,33558121100026,"[""france-travail""]",Rien à faire 
6620112001515,LE FROID SABLAIS,POITIERS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
82431791100017,LE GLACIER DU LAGON,ST PAUL,82431791100017,"[""france-travail""]",Rien à faire 
31314094900170,LE GRENIER ECO,LA FARLEDE,31314094900170,"[""france-travail""]",Rien à faire 
82776007500024,LE HANG'ART,AGEN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43862289600019,LE JARDIN DU CHAYRAN,MILLAU,43862289600019,"[""france-travail""]",Rien à faire 
54203575300061,LE JOINT FRANCAIS,CHATEAU GONTIER SUR MAYENNE,54203575300061,"[""france-travail""]",Rien à faire 
45650053705892,LE KALY DIRECTION REGIONALE CENTRE-EST,VILLEURBANNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
41101420200021,LE LAVANDIN,MONTLUCON,41101420200021,"[""france-travail""]",Rien à faire 
40769431400011,LE LIEU DIT VIN,LAVAUR,40769431400011,"[""france-travail""]",Rien à faire 
88144227100014,LE LOCAL,MONTAUBAN,88144227100014,"[""france-travail""]",Rien à faire 
24720013200014,LE MANS METROPOLE COMMUNAUTE URBAINE,LE MANS,24720013200014,"[""france-travail""]",Rien à faire 
80374652800022,LE MANS PROPRETE IMMO,LE MANS,80374652800022,"[""france-travail""]",Rien à faire 
52328355400039,LE MARCHE DE PAPA JACK,CAUDEBEC LES ELBEUF,52328355400039,"[""france-travail""]",Rien à faire 
88794954300029,LE MARCHE FRANCAIS,MONTBLANC,88794954300029,"[""france-travail""]",Rien à faire 
77502216300759,LE MB,VIERZON,77502216300759,"[""france-travail""]",Rien à faire 
49142455200017,LE MOULIN A SALADES,LYON,49142455200017,"[""france-travail""]",Rien à faire 
93786606900019,LE MOULIN DE LA PIPE,OMBLEZE,93786606900019,"[""france-travail""]",Rien à faire 
89750959200019,LE MOUTON A 5 PATTES,VASSINCOURT,89750959200019,"[""france-travail""]",Rien à faire 
41530579600013,LE NAUTILE SARL,ST PAUL,41530579600013,"[""france-travail""]",Rien à faire 
52418696200014,LE NOUVEL ATELIER,EPERNAY,52418696200014,"[""france-travail""]",Rien à faire 
90095298700015,LE P'TIT FOURNIL,FRONTON,90095298700015,"[""france-travail""]",Rien à faire 
35055571000028,LE PALMARIUM,CASTRES,35055571000028,"[""france-travail""]",Rien à faire 
48065028200019,LE PANORAMIC,CORDELLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
80461022800020,LE PETIT BISTROT,PARIS,80461022800020,"[""france-travail""]",Rien à faire 
91130967200036,LE PETIT JULES,NIMES,91130967200036,"[""france-travail""]",Rien à faire 
89883316500027,LE PETIT PLUS,BETHUNE,89883316500027,"[""france-travail""]",Rien à faire 
87752584000014,LE PETIT PLUS SERVICES,LA COURNEUVE,87752584000014,"[""france-travail""]",Rien à faire 
80165086200015,LE PETIT VERSAILLES,PARIS,80165086200015,"[""france-travail""]",Rien à faire 
78615012800043,LE PISTON FRANCAIS,SAVIGNY LE TEMPLE,78615012800043,"[""france-travail""]",Rien à faire 
6620112001069,LE POTEAU,ST AVE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
82008020800037,LE REFLET,NANTES,82008020800037,"[""france-travail""]",Rien à faire 
82008020800029,LE REFLET,NANTES,82008020800029,"[""france-travail""]",Rien à faire 
35086656200019,LE RELAIS,MONTANS,35086656200019,"[""france-travail""]",Rien à faire 
52932524300085,LE RELAIS 42,PELUSSIN,52932524300085,"[""france-travail""]",Rien à faire 
49529364900010,LE RELAIS D'OZENAY ET LE RELAIS DES VIGN,OZENAY,49529364900010,"[""france-travail""]",Rien à faire 
84820046500013,LE ROYAUME DES TOUT PETITS,CHARLEVILLE MEZIERES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
82058476100028,LE ROYAUME DES TOUT PETITS,SEDAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
88073459500023,LE SAN VICENS,COLLIOURE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
40171169200053,LE TREMPLIN,FRETIN,40171169200053,"[""france-travail""]",Rien à faire 
33160336500239,LE VERDIER,ST AMAND MONTROND,33160336500239,"[""france-travail""]",Rien à faire 
48241421600044,LE VOYAGE A NANTES,NANTES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
87931177700012,LE XXI,ROUEN,87931177700012,"[""france-travail""]",Rien à faire 
53286097000047,LEA SERVICES,DAX,53286097000047,"[""france-travail""]",Rien à faire 
53286097000021,LEA SERVICES,BORDEAUX,53286097000021,"[""france-travail""]",Rien à faire 
79353682200018,LEAC L'ENTREPRISE ADAPTEE COSNOISE,COSNE COURS SUR LOIRE,79353682200018,"[""france-travail""]",Rien à faire 
80041728900058,LEADER ACADEMY,ST ETIENNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45135322100018,LEADER.SYS,LE PORT,45135322100018,"[""france-travail""]",Rien à faire 
48232364900020,LEBLANC ILLUMINATIONS,LE MANS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
47020299500051,LECLERC,ST MEDARD EN JALLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
30500847600031,LECLERC,RENNES,30500847600031,"[""lba"",""france-travail""]",Rien à faire 
84836431100029,LECLERC,CASTRES,84836431100029,"[""france-travail""]",Rien à faire 
32665252600012,LECLERC,GRAULHET,32665252600012,"[""france-travail""]",Rien à faire 
8722038000015,LECLERC LESCURE,LESCURE D ALBIGEOIS,8722038000015,"[""france-travail""]",Rien à faire 
8652010300036,LECLERC PORTES D'ALBI,ALBI,8652010300036,"[""france-travail""]",Rien à faire 
30070230500040,LECTRA,CESTAS,30070230500040,"[""france-travail""]",Rien à faire 
45138592600089,LEFRANC ARTOIS,COURCELLES LES LENS,45138592600089,"[""france-travail""]",Rien à faire 
39939420400107,LEGENDRE ILE DE FRANCE,VILLEJUIF,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
9555030700011,LEGRAS INDUSTRIES,EPERNAY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
19390812600017,LEGTA DE POLIGNY,POLIGNY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
19810121400015,LEGTPA ALBI,ALBI,19810121400015,"[""france-travail""]",Rien à faire 
52889039500072,LEHOUX KEVIN,ST ASTIER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43439668500027,LEIFHEIT BIRAMBEAU,VINCENNES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
52438358500048,LELIVRESCOLAIRE.FR EDITIONS,LYON,52438358500048,"[""france-travail""]",Rien à faire 
38520134800013,LEMOINE ESPACES VERTS SARL,HENINEL,38520134800013,"[""france-travail""]",Rien à faire 
83364508800026,LENOIR CENTRE AUTO,LABRUGUIERE,83364508800026,"[""france-travail""]",Rien à faire 
35355913100118,LEON,VILLEFRANCHE SUR SAONE,35355913100118,"[""france-travail""]",Rien à faire 
78596994000010,LEP RURAL ST MARTIN,MACHECOUL ST MEME,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094201233,LEROY MERLIN,CHANCELADE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094201092,LEROY MERLIN,HOUDEMONT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
53743978800028,LEROY MERLIN,ST LOUIS,53743978800028,"[""france-travail""]",Rien à faire 
38456094200425,LEROY MERLIN,ST BARTHELEMY D ANJOU CEDEX,38456094200425,"[""france-travail""]",Rien à faire 
38456094201795,LEROY MERLIN,REAU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094201217,LEROY MERLIN,ANNEMASSE CEDEX,38456094201217,"[""france-travail""]",Rien à faire 
38456094201431,LEROY MERLIN,VOURLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094201845,LEROY MERLIN,ALBI,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094201563,LEROY MERLIN,NANTERRE CEDEX,38456094201563,"[""france-travail""]",Rien à faire 
38456094201670,LEROY MERLIN,BUCHELAY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094200763,LEROY MERLIN,AMIENS,38456094200763,"[""france-travail""]",Rien à faire 
38456094201274,LEROY MERLIN,ROQUES,38456094201274,"[""france-travail""]",Rien à faire 
38456094201423,LEROY MERLIN,THOIRY,38456094201423,"[""france-travail""]",Rien à faire 
38456094201407,LEROY MERLIN,ST PRIEST EN JAREZ,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094200565,LEROY MERLIN FRANCE,VITRY SUR SEINE,38456094200565,"[""france-travail""]",Rien à faire 
38456094201282,LEROY MERLIN FRANCE,HENIN BEAUMONT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38456094200292,LEROY MERLIN FRANCE,MAUBEUGE CEDEX,38456094200292,"[""france-travail""]",Rien à faire 
38456094200540,LEROY MERLIN FRANCE,GRANDE SYNTHE,38456094200540,"[""france-travail""]",Rien à faire 
53884658500049,LEROY MERLIN FRANCHISE AJACCIO,AJACCIO CEDEX 9,53884658500049,"[""france-travail""]",Rien à faire 
49405405900030,LES ADM,ST PAUL EN JAREZ,49405405900030,"[""france-travail""]",Rien à faire 
92427066300017,LES AMANDIERS,FONTENAY SOUS BOIS,92427066300017,"[""france-travail""]",Rien à faire 
84851296800019,LES AMIS DE L ASTRADA,MARCIAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
78531382600436,LES AMIS DE L'ATELIER,VILLECRESNES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
81207412800016,LES ARTISTES DU REGARD,PARIS,81207412800016,"[""france-travail""]",Rien à faire 
53441537700017,LES ATELIERS,CASTRES,53441537700017,"[""france-travail""]",Rien à faire 
52921833100021,LES ATELIERS BRETONS SOLIDAIRES,VITRE,52921833100021,"[""france-travail""]",Rien à faire 
34768073800031,LES ATELIERS DE CHATEAU THIERRY,CHATEAU THIERRY,34768073800031,"[""france-travail""]",Rien à faire 
40340360300331,LES ATELIERS DE L ARTOIS,TILLOY LES MOFFLAINES,40340360300331,"[""france-travail""]",Rien à faire 
89513476500018,LES ATELIERS DE L ESPOIR,FACHES THUMESNIL,89513476500018,"[""france-travail""]",Rien à faire 
45125657200012,LES ATELIERS DE L OUST,ST MARCEL,45125657200012,"[""france-travail""]",Rien à faire 
50749900200016,LES ATELIERS DE L'AYGUETTE,TOULOUSE,50749900200016,"[""france-travail""]",Rien à faire 
37812847400509,LES ATELIERS DE LA PINEDE,LEUCATE,37812847400509,"[""france-travail""]",Rien à faire 
85321012800015,LES ATELIERS DE LA RECUP',MABLY,85321012800015,"[""france-travail""]",Rien à faire 
26561336400032,LES ATELIERS DE LA VIEILLE RIVIERE,LE SOURN,26561336400032,"[""france-travail""]",Rien à faire 
30457621800685,LES ATELIERS DE WESTHOEK,LOON PLAGE,30457621800685,"[""france-travail""]",Rien à faire 
40340360300323,LES ATELIERS DES RIVES DE L OISE,MONTATAIRE,40340360300323,"[""france-travail""]",Rien à faire 
38525318200047,LES ATELIERS DU BOCAGE,BRETIGNOLLES,38525318200047,"[""france-travail""]",Rien à faire 
38525318200096,LES ATELIERS DU BOCAGE,LE PIN,38525318200096,"[""france-travail""]",Rien à faire 
49384425200327,LES ATELIERS DU CENTRE,YDES,49384425200327,"[""france-travail""]",Rien à faire 
44357773900024,LES ATELIERS DU PARC DE CLAYE,CLAYE SOUILLY,44357773900024,"[""france-travail""]",Rien à faire 
32362306600020,LES ATELIERS ELECTRONIQUES DE LA LOIRE,CHAMPOLY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45113358100012,LES ATELIERS PROTEGES PAYS DE FRANCE,VILLEPINTE,45113358100012,"[""france-travail""]",Rien à faire 
53277343900015,LES ATELIERS SOLIDAIRES DU BUGEY,ST RAMBERT EN BUGEY,53277343900015,"[""france-travail""]",Rien à faire 
38249056300071,LES AUTOCARS JEZEQUEL,LOUARGAT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
77661280600039,LES BECCHI,SAMOENS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
39093436200125,LES BIENVEILLANTS,ASNIERES SUR SEINE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
91845329100018,LES BISTROTS ENGAGES,BOIS COLOMBES,91845329100018,"[""france-travail""]",Rien à faire 
75063261400012,LES BLANCHISSERIES SEVEROISES,STE SEVERE SUR INDRE,75063261400012,"[""france-travail""]",Rien à faire 
39440693800123,LES BOULANGERIES DU SOLEIL,FREJUS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
47752187600037,LES CANARDS D'AUZAN,CASTELNAU D AUZAN LABARRERE,47752187600037,"[""france-travail""]",Rien à faire 
31504319000034,LES CARS MOREAU,FONTAINE FOURCHES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43886733500012,LES CELLIERS DE L EPHEBE,MARSEILLAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43886733500038,LES CELLIERS DE L EPHEBE,MARSEILLAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43886733500046,LES CELLIERS DE L EPHEBE,MARSEILLAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
43886733500020,LES CELLIERS DE L EPHEBE,AGDE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
92323802600010,LES CERISIERS,FONTENAY SOUS BOIS,92323802600010,"[""france-travail""]",Rien à faire 
97946841000027,LES CIRIERS DE PROVENCE,STE TULLE,97946841000027,"[""france-travail""]",Rien à faire 
38091410100064,LES COMPAGNONS DE LA DROME,ROMANS SUR ISERE,38091410100064,"[""france-travail""]",Rien à faire 
78015507300015,LES COMPAGNONS DE MAGUELONNE,VILLENEUVE LES MAGUELONE,78015507300015,"[""france-travail""]",Rien à faire 
78090155900697,LES COMPAGNONS DU COTENTIN,PICAUVILLE,78090155900697,"[""france-travail""]",Rien à faire 
84328090000013,LES COMPTOIRS D'ALICE,ST BERTHEVIN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
84356166300017,LES COTEAUX DES HAUTS DE GASCOGNE ENTREP,ST LOUBOUER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
57204721500122,LES COURRIERS DU MIDI,MONTPELLIER,57204721500122,"[""france-travail""]",Rien à faire 
57204721500247,LES COURRIERS DU MIDI,GRABELS,57204721500247,"[""france-travail""]",Rien à faire 
81907212500019,LES DELICES D'ALPAGE,ESSERT ROMAND,81907212500019,"[""france-travail""]",Rien à faire 
77811508900188,LES DELICES DE SILLERY,DOUARNENEZ,77811508900188,"[""france-travail""]",Rien à faire 
95002675700050,LES EDITIONS ALBERT RENE,VANVES,95002675700050,"[""france-travail""]",Rien à faire 
35258562400013,LES EDITIONS HATIER,PARIS,35258562400013,"[""france-travail""]",Rien à faire 
75356761900022,LES ENTREPRISES ADAPTEES DES PAPILLONS B,TOURCOING,75356761900022,"[""france-travail""]",Rien à faire 
75356761900014,LES ENTREPRISES ADAPTEES DES PAPILLONS B,VILLENEUVE D ASCQ,75356761900014,"[""france-travail""]",Rien à faire 
